Date,ProductID,WarehouseID,UnitsSold,Revenue
3/17/2025,P032,W10,6,11436
7/27/2025,P006,W03,3,5331
7/22/2025,P093,W10,16,13600
5/28/2025,P048,W01,7,29680
1/20/2025,P002,W03,5,20995
3/22/2025,P019,W09,9,34956
7/9/2025,P020,W08,5,16995
7/19/2025,P025,W01,10,38400
6/20/2025,P095,W08,14,13888
11/15/2025,P081,W07,1,3468
6/6/2025,P060,W01,17,93534
12/21/2025,P044,W07,4,23140
7/30/2025,P003,W04,5,28990
1/9/2025,P095,W08,20,66080
6/3/2025,P075,W04,10,47470
3/5/2025,P095,W05,15,4890
10/15/2025,P073,W10,19,33231
2/21/2025,P083,W01,17,38369
4/8/2025,P065,W06,15,30585
11/5/2025,P084,W07,20,68100
4/3/2025,P002,W03,18,41094
10/14/2025,P038,W05,3,19950
9/14/2025,P095,W03,11,45276
6/22/2025,P045,W10,9,27225
12/26/2025,P046,W09,4,26204
1/22/2025,P056,W02,7,40313
1/15/2025,P039,W09,8,25136
8/30/2025,P100,W02,12,75168
9/21/2025,P042,W10,16,57616
8/13/2025,P092,W04,15,20940
7/6/2025,P003,W07,2,3626
8/16/2025,P033,W03,16,94576
7/2/2025,P030,W10,7,2051
6/17/2025,P066,W01,18,32040
4/14/2025,P032,W08,5,24455
8/19/2025,P020,W07,18,18162
11/5/2025,P005,W06,7,11452
3/1/2025,P076,W03,2,9126
3/13/2025,P030,W06,4,18408
10/31/2025,P053,W02,8,14208
11/11/2025,P087,W06,2,10470
1/21/2025,P074,W01,19,113734
3/25/2025,P056,W01,16,70096
10/25/2025,P017,W02,13,18733
4/26/2025,P070,W04,4,7840
5/18/2025,P027,W09,13,80847
7/28/2025,P053,W05,10,37630
2/7/2025,P092,W09,6,1596
9/25/2025,P060,W02,17,55437
2/20/2025,P072,W01,1,912
9/15/2025,P067,W10,3,7659
2/11/2025,P001,W04,18,55854
10/30/2025,P041,W09,7,37205
9/24/2025,P092,W06,6,29196
1/31/2025,P093,W05,12,23748
4/9/2025,P086,W03,19,83505
2/24/2025,P027,W01,6,35568
4/1/2025,P098,W09,16,59248
9/7/2025,P050,W10,3,7158
6/26/2025,P008,W10,11,74712
8/10/2025,P062,W08,9,36072
7/30/2025,P007,W01,12,2976
4/29/2025,P040,W02,18,22608
4/15/2025,P045,W01,9,59859
12/19/2025,P029,W05,7,31752
5/5/2025,P022,W02,10,5090
3/6/2025,P047,W06,18,7218
10/16/2025,P079,W07,19,22724
7/27/2025,P056,W06,16,26720
6/14/2025,P046,W06,3,12678
4/10/2025,P099,W08,11,22770
5/19/2025,P016,W01,2,3886
1/26/2025,P063,W04,19,55518
10/22/2025,P084,W04,17,7922
10/16/2025,P067,W01,16,86672
4/11/2025,P042,W07,20,86340
2/18/2025,P065,W08,8,50200
4/16/2025,P070,W09,19,45847
10/22/2025,P087,W07,2,12726
10/27/2025,P083,W01,16,4336
1/23/2025,P100,W03,17,43010
10/18/2025,P002,W07,10,48500
4/5/2025,P090,W10,4,18744
6/21/2025,P083,W04,13,30823
3/16/2025,P034,W05,15,35340
12/31/2025,P047,W10,1,5859
6/19/2025,P053,W02,12,59160
10/10/2025,P040,W01,18,99864
1/30/2025,P033,W04,11,41140
5/30/2025,P013,W03,15,102090
1/10/2025,P064,W08,7,19628
1/9/2025,P096,W09,1,5187
8/10/2025,P023,W06,2,10990
11/12/2025,P048,W09,17,86394
4/25/2025,P020,W06,15,93705
4/5/2025,P081,W08,4,27628
6/16/2025,P074,W05,17,10523
4/10/2025,P002,W09,17,14365
4/6/2025,P017,W01,3,14145
4/13/2025,P072,W04,19,28253
8/29/2025,P010,W08,19,101004
4/2/2025,P023,W03,3,18414
11/25/2025,P030,W01,18,95976
4/17/2025,P009,W02,11,25729
9/11/2025,P054,W04,13,23348
2/6/2025,P092,W02,12,65256
1/1/2025,P037,W09,19,86564
10/26/2025,P008,W02,2,10994
8/19/2025,P047,W10,11,8107
11/5/2025,P074,W10,15,28680
3/10/2025,P044,W07,17,13549
6/18/2025,P014,W10,17,16201
8/5/2025,P066,W05,3,14481
4/21/2025,P034,W02,20,47840
9/14/2025,P064,W06,14,20734
11/23/2025,P084,W01,10,28150
8/6/2025,P015,W03,2,8306
10/13/2025,P051,W10,18,7650
10/30/2025,P053,W03,2,6632
8/11/2025,P061,W05,11,29997
9/8/2025,P033,W06,4,15524
10/21/2025,P021,W02,19,118123
9/11/2025,P077,W07,9,37017
3/19/2025,P098,W04,10,5190
8/15/2025,P092,W01,1,4995
11/8/2025,P006,W10,11,10406
9/21/2025,P030,W10,16,70768
4/26/2025,P095,W03,19,93632
9/23/2025,P013,W02,4,9468
2/2/2025,P082,W07,2,6254
3/24/2025,P095,W02,18,39978
10/26/2025,P086,W07,10,24240
6/17/2025,P098,W08,4,2668
9/20/2025,P067,W04,14,17934
1/22/2025,P020,W03,17,95472
7/6/2025,P068,W05,18,36756
2/17/2025,P054,W01,15,76320
6/30/2025,P057,W07,20,108340
3/2/2025,P025,W06,6,28440
4/3/2025,P088,W01,5,1475
4/8/2025,P032,W08,12,27744
6/18/2025,P035,W07,13,43355
12/26/2025,P012,W06,1,2602
9/3/2025,P024,W03,2,11682
2/6/2025,P010,W03,6,35184
3/16/2025,P098,W09,18,115542
3/30/2025,P067,W03,1,6095
3/7/2025,P082,W02,1,795
7/15/2025,P031,W02,11,38753
9/3/2025,P059,W02,16,75872
1/8/2025,P074,W05,17,114886
2/28/2025,P082,W06,18,14328
1/10/2025,P069,W07,7,4767
3/21/2025,P089,W01,4,9032
7/3/2025,P060,W05,16,7184
1/11/2025,P029,W06,9,12906
10/3/2025,P038,W01,16,52272
3/1/2025,P047,W04,9,24543
10/20/2025,P096,W05,3,6246
5/3/2025,P087,W06,18,102276
3/23/2025,P071,W10,20,20100
5/26/2025,P027,W07,8,33112
2/16/2025,P027,W03,8,53776
2/16/2025,P042,W04,6,24822
4/11/2025,P019,W08,5,23330
4/20/2025,P017,W01,4,5948
12/6/2025,P020,W03,3,13164
10/16/2025,P092,W05,12,40008
7/4/2025,P068,W04,7,25074
3/17/2025,P008,W03,19,45011
2/5/2025,P024,W02,7,20839
11/22/2025,P033,W01,5,2050
8/5/2025,P006,W01,17,71400
3/21/2025,P022,W03,3,9894
4/24/2025,P045,W10,5,23280
11/8/2025,P001,W08,6,3450
4/1/2025,P051,W05,11,47938
9/18/2025,P036,W08,18,108882
12/19/2025,P032,W05,4,20408
10/18/2025,P026,W01,20,20840
10/10/2025,P082,W02,9,20952
3/3/2025,P061,W01,5,18275
4/18/2025,P095,W06,16,48592
9/21/2025,P041,W03,10,18370
4/26/2025,P068,W01,7,16149
10/27/2025,P068,W02,10,42400
6/3/2025,P038,W04,5,13540
10/9/2025,P022,W08,19,4313
4/27/2025,P086,W02,18,70308
7/15/2025,P014,W02,15,27195
7/25/2025,P037,W10,13,63947
11/29/2025,P017,W09,3,603
2/13/2025,P042,W04,17,95030
9/23/2025,P005,W03,12,51720
2/22/2025,P004,W02,17,89556
5/22/2025,P014,W01,11,19514
7/8/2025,P092,W05,3,19515
11/24/2025,P045,W02,16,44640
10/1/2025,P033,W04,20,62020
7/8/2025,P096,W08,3,3096
12/16/2025,P095,W05,10,53480
7/14/2025,P020,W04,8,19816
8/16/2025,P074,W03,8,8712
6/14/2025,P064,W07,13,13585
3/24/2025,P034,W02,2,12322
9/5/2025,P030,W02,12,63096
6/8/2025,P071,W04,19,116850
6/5/2025,P023,W05,16,39168
2/20/2025,P012,W07,16,41280
6/22/2025,P099,W06,9,38403
10/8/2025,P089,W02,7,10164
1/17/2025,P006,W05,20,35340
2/27/2025,P073,W06,12,68448
7/26/2025,P026,W05,12,82440
8/11/2025,P029,W06,7,48104
1/20/2025,P006,W07,4,14704
3/2/2025,P051,W05,20,36180
2/2/2025,P063,W04,20,123700
1/27/2025,P026,W01,3,11370
3/1/2025,P072,W08,6,39222
12/22/2025,P060,W02,16,76032
3/2/2025,P034,W08,15,4860
12/12/2025,P090,W09,19,93214
6/23/2025,P008,W05,13,26780
8/26/2025,P020,W02,16,104160
9/7/2025,P054,W05,14,61096
12/23/2025,P030,W05,10,67410
8/27/2025,P036,W08,17,87584
10/28/2025,P087,W10,17,78064
12/26/2025,P078,W02,10,21650
6/23/2025,P096,W02,11,70224
7/31/2025,P077,W07,19,67089
1/30/2025,P069,W01,12,31356
4/11/2025,P009,W06,5,18290
8/18/2025,P005,W04,3,8886
4/4/2025,P002,W07,5,15065
2/12/2025,P063,W05,19,95456
9/11/2025,P049,W08,19,78109
9/8/2025,P056,W09,7,20895
6/29/2025,P091,W08,3,15996
4/29/2025,P001,W01,7,1155
1/30/2025,P002,W05,11,48301
1/22/2025,P011,W01,1,1834
5/29/2025,P079,W08,7,4340
3/29/2025,P070,W07,10,36320
1/29/2025,P020,W05,3,6225
4/30/2025,P019,W10,17,117079
12/31/2025,P029,W02,11,58289
6/24/2025,P050,W01,6,40152
11/26/2025,P091,W08,7,15519
7/7/2025,P030,W06,2,3426
6/28/2025,P003,W03,5,1795
11/5/2025,P026,W03,1,895
3/2/2025,P086,W07,4,23528
11/27/2025,P013,W01,2,7358
6/23/2025,P061,W01,12,49596
7/22/2025,P010,W10,1,5269
11/26/2025,P079,W10,8,46320
4/22/2025,P064,W10,4,10180
4/20/2025,P013,W06,2,12310
10/6/2025,P060,W07,12,32784
1/21/2025,P003,W05,3,18195
3/6/2025,P081,W05,4,12676
7/1/2025,P075,W06,11,70873
3/9/2025,P067,W02,19,33592
6/5/2025,P096,W03,10,41020
1/3/2025,P019,W03,12,30360
9/24/2025,P058,W03,18,32076
6/4/2025,P058,W03,17,51408
3/2/2025,P007,W03,6,32574
7/21/2025,P031,W10,11,50798
12/19/2025,P007,W06,20,105900
12/3/2025,P043,W05,1,3959
1/21/2025,P061,W05,15,77070
4/7/2025,P008,W07,13,59462
1/4/2025,P012,W04,7,44639
2/2/2025,P097,W05,7,39473
7/3/2025,P050,W07,7,42525
9/19/2025,P047,W03,17,63376
7/15/2025,P013,W06,14,7476
8/3/2025,P013,W08,20,72600
2/15/2025,P014,W02,10,25880
7/20/2025,P061,W05,10,47730
9/16/2025,P019,W09,9,10917
10/30/2025,P068,W01,15,20565
11/20/2025,P022,W04,19,62966
7/22/2025,P040,W09,2,8284
12/17/2025,P066,W03,6,41664
9/2/2025,P025,W06,17,20791
10/24/2025,P028,W05,13,69927
5/22/2025,P026,W05,15,65520
12/2/2025,P014,W07,1,1818
6/16/2025,P100,W06,15,21690
10/25/2025,P069,W07,2,7012
4/20/2025,P052,W05,11,12342
8/29/2025,P026,W09,11,11396
6/9/2025,P070,W01,8,4656
12/4/2025,P058,W04,8,48344
10/6/2025,P040,W08,6,26604
8/27/2025,P043,W07,12,22896
5/18/2025,P090,W08,10,15760
3/23/2025,P075,W05,4,22312
4/1/2025,P080,W09,15,88410
8/7/2025,P056,W09,1,2650
7/11/2025,P093,W04,12,72816
5/14/2025,P001,W09,11,39358
4/14/2025,P054,W01,10,41090
6/11/2025,P076,W10,1,3610
9/17/2025,P059,W03,19,57000
2/26/2025,P015,W02,12,68472
3/17/2025,P083,W05,11,67540
7/24/2025,P082,W08,17,77792
11/18/2025,P030,W08,1,357
3/2/2025,P036,W07,9,5175
2/21/2025,P055,W08,15,6765
9/5/2025,P084,W03,16,31120
7/22/2025,P006,W03,5,33895
1/2/2025,P100,W07,17,4046
3/14/2025,P088,W01,2,2660
5/3/2025,P060,W01,17,78166
5/24/2025,P077,W09,4,17592
5/15/2025,P097,W08,9,5319
7/4/2025,P091,W07,19,60325
4/28/2025,P085,W04,4,21076
2/20/2025,P063,W05,12,59604
8/1/2025,P062,W06,1,5693
7/26/2025,P063,W05,5,1120
11/20/2025,P073,W01,11,56067
8/21/2025,P099,W03,7,3997
2/7/2025,P083,W10,20,49620
1/17/2025,P062,W10,20,111580
4/26/2025,P011,W08,20,3040
2/13/2025,P100,W05,18,110718
8/27/2025,P007,W06,5,28840
4/8/2025,P090,W10,14,91770
1/8/2025,P084,W03,6,40866
12/10/2025,P005,W03,1,1974
1/23/2025,P100,W04,15,17805
5/20/2025,P006,W03,1,3489
6/7/2025,P006,W10,12,80076
2/8/2025,P067,W04,13,67483
12/30/2025,P065,W07,20,97040
4/14/2025,P044,W01,15,13080
2/6/2025,P009,W02,8,55800
1/10/2025,P041,W02,14,36050
8/8/2025,P018,W03,6,18750
12/20/2025,P005,W05,12,47592
2/22/2025,P049,W09,17,75412
1/11/2025,P031,W09,1,1014
4/5/2025,P059,W05,1,2826
4/22/2025,P007,W02,17,90610
8/10/2025,P052,W05,11,24739
8/3/2025,P035,W03,2,2234
8/25/2025,P065,W09,6,41316
12/30/2025,P038,W01,20,9460
6/2/2025,P084,W02,3,7641
9/21/2025,P012,W03,6,16272
11/20/2025,P003,W06,20,95720
8/8/2025,P002,W01,16,91552
9/23/2025,P039,W05,20,40680
11/18/2025,P089,W09,7,7728
7/10/2025,P075,W06,12,83616
3/22/2025,P045,W03,5,16825
5/23/2025,P055,W01,20,36900
6/6/2025,P070,W01,14,84700
11/20/2025,P033,W02,13,27937
12/20/2025,P024,W04,12,51000
2/27/2025,P015,W07,5,790
4/24/2025,P079,W06,11,56859
12/19/2025,P009,W06,15,65985
2/28/2025,P010,W02,13,42731
8/20/2025,P062,W02,16,64400
12/1/2025,P020,W03,10,66670
5/23/2025,P080,W06,3,16548
1/17/2025,P072,W01,11,51832
2/27/2025,P093,W09,14,25060
1/18/2025,P043,W09,17,97784
1/7/2025,P012,W06,4,18984
4/24/2025,P093,W06,7,19425
5/4/2025,P047,W09,10,38500
7/16/2025,P006,W07,7,21441
12/2/2025,P051,W06,3,8538
10/22/2025,P090,W06,6,11022
6/18/2025,P033,W04,13,50115
5/29/2025,P094,W06,20,44640
6/3/2025,P015,W02,12,39024
2/14/2025,P067,W08,6,17064
6/20/2025,P041,W05,6,19254
11/12/2025,P032,W05,11,46992
8/13/2025,P029,W02,12,52608
10/14/2025,P056,W09,19,130815
11/11/2025,P059,W08,12,22212
12/3/2025,P048,W02,8,40056
11/17/2025,P081,W05,8,44800
8/13/2025,P085,W06,11,52921
3/15/2025,P073,W03,11,70653
3/28/2025,P079,W09,5,28370
5/16/2025,P028,W06,6,15450
6/2/2025,P025,W01,7,41349
3/31/2025,P011,W07,14,63588
6/21/2025,P085,W06,15,62190
8/2/2025,P078,W10,17,86530
6/25/2025,P014,W02,10,3840
12/5/2025,P024,W09,2,4820
8/27/2025,P045,W02,18,53496
3/17/2025,P064,W01,9,34632
7/22/2025,P018,W09,6,6420
3/8/2025,P048,W08,20,78560
2/9/2025,P064,W01,11,20273
8/14/2025,P021,W08,2,10974
8/18/2025,P078,W10,15,32190
3/28/2025,P017,W09,11,3344
2/5/2025,P025,W02,4,4772
9/1/2025,P081,W02,19,86602
3/30/2025,P078,W09,6,1302
10/15/2025,P078,W10,19,106590
12/15/2025,P039,W09,11,66924
4/4/2025,P022,W06,14,77056
10/29/2025,P046,W01,19,89490
9/19/2025,P050,W02,13,43459
2/1/2025,P056,W05,5,9690
6/17/2025,P062,W10,3,10917
6/22/2025,P014,W09,6,3312
7/25/2025,P093,W05,11,72413
8/25/2025,P022,W05,2,4586
12/18/2025,P085,W07,12,59844
5/11/2025,P031,W10,10,26110
6/15/2025,P095,W07,13,4186
12/23/2025,P022,W08,3,6033
3/12/2025,P032,W09,12,30732
3/26/2025,P010,W05,7,43407
6/15/2025,P093,W09,8,49456
12/16/2025,P029,W09,9,58266
5/10/2025,P051,W09,11,19008
5/29/2025,P009,W04,6,30918
9/15/2025,P048,W06,12,19848
5/27/2025,P038,W05,8,54544
6/20/2025,P026,W10,3,10608
2/14/2025,P086,W09,6,20778
11/25/2025,P087,W10,2,5180
2/28/2025,P060,W02,4,6588
3/24/2025,P068,W01,2,4672
1/14/2025,P031,W01,3,6879
7/4/2025,P031,W03,8,28184
12/17/2025,P031,W07,19,42161
6/28/2025,P014,W09,4,11392
6/22/2025,P084,W03,1,3310
7/8/2025,P031,W08,15,9225
1/5/2025,P060,W01,12,67476
1/30/2025,P070,W06,2,6418
10/17/2025,P013,W01,1,1245
4/6/2025,P008,W10,6,22656
12/4/2025,P019,W07,9,2880
1/13/2025,P011,W08,20,31740
5/22/2025,P017,W05,18,103680
5/22/2025,P098,W04,14,27748
10/31/2025,P069,W10,11,45837
3/12/2025,P075,W06,18,47520
1/20/2025,P077,W06,14,61992
5/17/2025,P053,W05,20,21300
12/18/2025,P024,W09,8,33088
7/9/2025,P093,W02,2,840
12/22/2025,P020,W03,10,59160
12/28/2025,P074,W04,11,56991
10/12/2025,P040,W06,20,128300
7/28/2025,P059,W07,12,1908
12/18/2025,P084,W04,11,66297
2/13/2025,P064,W07,16,91088
10/27/2025,P027,W10,15,93855
12/25/2025,P058,W09,17,20995
1/23/2025,P027,W07,5,1340
6/8/2025,P065,W10,15,18270
1/28/2025,P087,W10,5,20295
1/1/2025,P015,W01,13,73645
2/1/2025,P003,W09,20,89400
3/7/2025,P083,W04,10,32640
7/30/2025,P060,W05,8,47888
10/31/2025,P063,W09,5,10990
12/22/2025,P057,W04,8,12560
5/13/2025,P074,W03,18,60336
9/13/2025,P069,W09,20,90660
3/19/2025,P092,W03,11,59653
10/20/2025,P088,W08,19,106514
5/27/2025,P085,W05,20,126680
5/23/2025,P041,W04,11,50050
5/16/2025,P023,W03,1,4208
9/8/2025,P072,W05,20,97820
11/21/2025,P039,W03,5,11950
8/14/2025,P067,W08,1,5602
2/20/2025,P010,W05,17,106454
5/1/2025,P042,W05,16,86016
5/24/2025,P054,W04,6,11874
1/1/2025,P082,W04,6,12630
4/20/2025,P045,W07,1,2523
7/17/2025,P068,W02,3,6120
10/9/2025,P085,W02,6,6708
12/31/2025,P054,W01,13,42848
3/18/2025,P090,W10,3,2088
2/5/2025,P016,W03,10,12000
11/22/2025,P021,W09,15,46590
7/25/2025,P035,W09,2,4662
3/22/2025,P081,W01,19,71136
10/2/2025,P059,W06,20,86500
4/30/2025,P041,W10,5,33910
4/15/2025,P065,W02,14,23450
3/7/2025,P050,W05,12,3612
5/14/2025,P007,W06,15,11475
12/26/2025,P006,W10,18,72198
6/16/2025,P064,W03,16,22496
4/29/2025,P065,W01,19,10697
1/13/2025,P099,W05,8,7208
12/6/2025,P027,W10,12,16320
5/29/2025,P093,W05,10,3040
8/24/2025,P013,W04,19,31996
3/30/2025,P022,W08,17,35700
7/6/2025,P068,W02,6,33840
1/26/2025,P027,W10,11,5225
3/10/2025,P009,W05,2,5456
12/28/2025,P018,W06,5,14710
1/3/2025,P009,W10,20,98820
3/28/2025,P011,W01,9,13689
10/1/2025,P058,W02,15,20130
8/2/2025,P065,W04,1,6093
11/24/2025,P054,W04,17,81617
12/7/2025,P087,W05,8,55504
3/14/2025,P085,W05,15,32100
7/23/2025,P039,W08,5,9945
8/17/2025,P061,W02,10,57590
11/3/2025,P044,W04,13,54431
4/21/2025,P038,W10,2,13924
10/5/2025,P021,W06,17,20417
11/25/2025,P043,W10,3,10593
5/7/2025,P089,W10,4,21576
8/27/2025,P071,W10,2,8074
7/14/2025,P015,W06,19,42180
5/23/2025,P007,W03,7,11053
8/11/2025,P007,W05,6,34350
10/12/2025,P057,W01,16,90288
4/25/2025,P091,W04,1,3424
9/28/2025,P009,W05,7,29862
9/11/2025,P041,W02,20,106360
4/1/2025,P076,W07,10,11890
4/1/2025,P057,W09,6,9318
5/27/2025,P026,W07,4,12888
6/20/2025,P041,W09,18,4950
4/13/2025,P057,W06,1,3628
2/26/2025,P078,W06,9,52479
7/27/2025,P095,W06,9,9828
8/22/2025,P040,W08,9,56547
10/23/2025,P006,W09,9,20862
5/27/2025,P044,W10,8,11976
7/16/2025,P029,W09,12,10524
11/26/2025,P066,W07,1,3609
5/29/2025,P077,W08,7,14322
3/19/2025,P077,W10,13,12584
4/16/2025,P068,W10,19,74974
10/20/2025,P021,W02,3,15519
10/6/2025,P024,W06,13,79937
7/18/2025,P094,W01,6,32448
6/15/2025,P012,W06,9,5391
5/12/2025,P080,W09,2,8176
7/10/2025,P004,W10,8,35456
11/17/2025,P081,W04,15,63645
11/3/2025,P012,W07,1,2288
5/1/2025,P099,W07,10,11170
5/11/2025,P040,W02,1,4029
1/7/2025,P009,W02,12,56304
10/16/2025,P054,W04,6,40398
4/2/2025,P063,W05,2,10032
5/4/2025,P011,W02,19,100586
3/6/2025,P094,W03,15,54210
5/5/2025,P079,W06,14,53662
6/10/2025,P027,W08,5,23100
8/1/2025,P077,W08,19,27892
6/14/2025,P051,W07,17,115838
9/9/2025,P054,W06,17,95744
2/12/2025,P096,W04,14,20496
5/20/2025,P035,W07,10,67630
1/29/2025,P024,W05,13,15782
4/7/2025,P012,W02,18,81828
7/5/2025,P069,W05,9,34218
3/24/2025,P033,W04,12,61512
9/5/2025,P027,W01,10,20930
7/29/2025,P024,W08,14,6510
12/4/2025,P010,W03,3,891
5/31/2025,P059,W06,12,47784
10/15/2025,P003,W05,10,59450
3/10/2025,P090,W08,8,22312
12/11/2025,P068,W10,19,127737
5/28/2025,P040,W08,1,388
3/25/2025,P008,W07,16,22992
3/2/2025,P024,W03,19,113905
3/2/2025,P052,W10,17,51357
8/17/2025,P082,W04,20,112680
4/13/2025,P079,W02,12,83760
10/21/2025,P008,W06,6,11400
8/12/2025,P074,W02,1,2827
5/16/2025,P004,W06,2,4312
8/16/2025,P010,W10,1,1522
7/9/2025,P044,W04,18,4050
7/2/2025,P055,W05,15,14145
7/18/2025,P078,W02,11,32868
11/10/2025,P069,W04,1,315
6/21/2025,P081,W04,12,17244
6/8/2025,P042,W01,2,1426
12/15/2025,P001,W05,6,28578
11/17/2025,P076,W01,3,6363
9/29/2025,P083,W06,20,137980
7/29/2025,P004,W01,3,16146
6/17/2025,P051,W10,13,78221
7/19/2025,P004,W04,3,6357
1/18/2025,P085,W07,2,10128
6/28/2025,P022,W03,4,11352
1/23/2025,P100,W08,11,44121
1/18/2025,P015,W02,13,88387
2/16/2025,P077,W06,20,61700
5/21/2025,P035,W09,16,46720
2/6/2025,P004,W03,18,16308
5/20/2025,P014,W01,17,12597
2/23/2025,P011,W05,10,28970
7/5/2025,P031,W03,16,13424
3/1/2025,P011,W05,2,1956
4/22/2025,P062,W01,18,18684
11/23/2025,P042,W09,5,27680
2/13/2025,P077,W08,7,2352
2/13/2025,P090,W10,12,44268
11/14/2025,P095,W09,9,35955
12/7/2025,P084,W10,10,8570
4/5/2025,P047,W09,9,14733
12/6/2025,P021,W05,2,2496
11/18/2025,P084,W04,9,16974
3/19/2025,P083,W10,8,53720
10/5/2025,P079,W10,16,108912
12/18/2025,P002,W08,1,561
12/7/2025,P005,W01,13,26364
8/31/2025,P082,W08,7,8834
5/21/2025,P025,W08,5,20885
2/25/2025,P098,W07,2,5640
6/13/2025,P084,W04,8,47128
1/12/2025,P036,W03,15,93165
11/25/2025,P011,W09,12,51252
5/5/2025,P004,W04,12,61584
5/15/2025,P058,W02,6,26796
2/8/2025,P048,W10,3,15198
1/13/2025,P082,W07,6,5424
1/17/2025,P017,W09,20,130640
12/4/2025,P096,W02,6,40512
6/23/2025,P008,W03,11,75350
1/2/2025,P090,W03,1,1834
3/15/2025,P037,W09,3,20037
2/20/2025,P097,W10,13,16900
11/2/2025,P053,W03,6,31548
1/8/2025,P061,W06,15,20715
10/24/2025,P019,W06,11,64537
7/19/2025,P034,W03,15,104070
8/28/2025,P034,W06,9,50517
12/24/2025,P001,W03,13,66586
9/7/2025,P047,W07,4,4188
9/11/2025,P004,W05,5,30200
1/29/2025,P089,W06,20,33920
8/12/2025,P039,W08,8,51208
11/21/2025,P041,W09,12,31656
2/8/2025,P019,W04,11,20691
2/3/2025,P034,W04,19,100244
12/10/2025,P053,W04,18,47970
12/6/2025,P039,W05,7,8631
9/5/2025,P070,W08,12,51468
1/17/2025,P093,W01,1,2118
4/5/2025,P001,W03,15,87705
3/20/2025,P077,W08,3,5502
12/29/2025,P090,W03,4,11824
7/19/2025,P045,W05,5,19380
2/13/2025,P036,W10,20,52640
11/27/2025,P070,W09,17,73117
7/28/2025,P019,W09,13,76401
5/5/2025,P076,W06,3,4383
8/11/2025,P053,W07,20,38480
11/29/2025,P004,W01,4,5680
3/29/2025,P040,W02,18,68256
9/30/2025,P086,W05,2,3484
3/19/2025,P088,W05,7,14882
10/9/2025,P090,W08,12,2232
6/3/2025,P015,W04,5,18900
8/4/2025,P082,W01,20,137760
1/23/2025,P043,W07,1,5623
5/2/2025,P027,W03,14,50484
4/6/2025,P098,W08,3,7344
3/19/2025,P012,W08,9,29637
7/17/2025,P014,W04,19,22914
10/12/2025,P003,W10,17,13192
11/16/2025,P006,W08,3,2595
10/1/2025,P046,W09,20,13840
9/6/2025,P001,W07,18,124308
11/29/2025,P072,W08,19,126787
6/6/2025,P029,W03,13,21697
8/21/2025,P042,W01,12,25212
1/5/2025,P028,W02,16,40688
1/14/2025,P070,W02,3,15486
7/7/2025,P032,W09,12,42180
9/30/2025,P063,W08,9,31716
7/26/2025,P013,W03,3,6240
4/22/2025,P046,W10,20,6000
11/22/2025,P083,W01,5,32315
6/21/2025,P090,W07,17,16677
5/27/2025,P055,W06,2,2280
10/25/2025,P099,W04,17,89845
7/9/2025,P044,W05,10,67290
2/4/2025,P076,W10,5,33900
11/19/2025,P055,W09,20,107400
7/21/2025,P002,W05,19,41534
5/21/2025,P012,W01,16,50368
12/1/2025,P066,W05,17,15572
7/14/2025,P064,W10,1,6514
5/29/2025,P067,W06,6,3432
4/21/2025,P080,W01,20,48680
2/14/2025,P028,W01,7,46655
6/2/2025,P046,W02,14,19320
7/2/2025,P082,W03,20,80260
9/15/2025,P083,W08,9,44100
10/26/2025,P035,W01,17,116246
11/22/2025,P034,W03,3,4989
7/5/2025,P073,W02,4,9464
5/19/2025,P015,W02,13,22958
10/29/2025,P082,W01,3,3948
2/22/2025,P004,W06,8,17160
8/3/2025,P021,W05,10,36660
6/15/2025,P070,W07,9,21789
8/6/2025,P037,W03,13,9503
1/1/2025,P055,W01,18,24984
5/5/2025,P045,W03,14,43750
1/15/2025,P073,W02,10,55540
10/13/2025,P034,W09,15,12225
5/23/2025,P014,W10,6,13824
8/19/2025,P054,W06,2,13406
12/30/2025,P061,W07,12,26004
9/6/2025,P023,W04,13,70525
2/1/2025,P076,W10,1,4039
3/31/2025,P013,W03,16,60976
10/25/2025,P045,W04,18,15966
4/15/2025,P025,W06,12,24804
1/23/2025,P010,W06,18,48150
8/15/2025,P083,W07,4,19784
8/25/2025,P069,W01,9,17253
9/2/2025,P087,W03,15,12705
2/27/2025,P092,W06,15,27075
1/25/2025,P065,W04,11,54494
5/23/2025,P043,W07,10,24870
2/8/2025,P076,W10,8,46024
10/13/2025,P054,W02,19,19114
11/14/2025,P010,W09,18,49320
4/23/2025,P043,W07,8,29920
12/31/2025,P075,W04,20,116340
10/8/2025,P002,W02,4,3488
4/7/2025,P048,W06,17,87108
3/6/2025,P079,W03,15,28725
2/4/2025,P083,W06,5,27035
5/17/2025,P004,W08,6,30702
3/2/2025,P045,W06,17,94129
4/8/2025,P063,W01,17,111707
8/24/2025,P024,W02,17,4012
12/12/2025,P046,W10,11,30602
2/21/2025,P097,W06,3,15684
10/7/2025,P068,W05,13,52832
9/5/2025,P061,W05,4,11220
7/10/2025,P073,W05,18,25614
2/23/2025,P006,W01,8,9952
3/15/2025,P082,W05,18,105570
8/31/2025,P054,W08,5,31645
5/18/2025,P015,W07,5,28570
7/6/2025,P070,W07,20,118400
11/3/2025,P074,W03,18,45090
8/4/2025,P011,W08,10,3660
5/1/2025,P077,W04,18,35388
3/29/2025,P055,W01,4,25668
8/23/2025,P088,W06,10,31080
1/7/2025,P041,W09,4,24832
